zip,name,city,state,latitude,longitude,region,county,ugc_codes,cwa
50216,Guthrie County Regional Airport,Valley Township,IA,41.6828415,-94.4345322,Midwest,Guthrie County,,
83501,Lewiston-Nez Perce County Airport,Lewiston,ID,46.3759473,-117.0137743,Mountain,Nez Perce County,,
62707,Abraham Lincoln Capital Airport,Springfield,IL,39.8436269,-89.6784454,Midwest,,,
46809,Fort Wayne International Airport,Fort Wayne,IN,40.9804016,-85.2018639,Midwest,,,
66720,Chanute Martin Johnson Airport,Chanute,KS,37.6696348,-95.4868996,Midwest,Neosho County,,
42301,Owensboro-Daviess County Regional Airport,Owensboro,KY,37.73707,-87.1645932,Southeast,Daviess County,,
70062,Louis Armstrong New Orleans International Airport,Kenner,LA,29.9939027,-90.2644643,South Central,Jefferson Parish,,
02657,Provincetown Municipal Airport,Provincetown,MA,42.0720582,-70.2219355,Northeast,Barnstable County,,
21742,Hagerstown Regional Airport,Maugansville,MD,39.7088279,-77.7255858,Mid-Atlantic,Washington County,,
04102,Portland International Jetport,Portland,ME,43.6461644,-70.3122897,Northeast,,,
49726,Drummond Island Airport,Drummond Township,MI,46.0096005,-83.7414303,Midwest,Chippewa County,,
56540,Fertile Municipal Airport,Fertile,MN,47.5471877,-96.2878329,Midwest,Polk County,,
65580,Rolla National Airport,Vichy,MO,38.1278213,-91.7696061,Midwest,Maries County,,
39534,Keesler Air Force Base,Biloxi,MS,30.4089982,-88.9228475,Southeast,Harrison County,,
59806,Missoula International Airport,Missoula,MT,46.916749,-114.0930401,Mountain,Missoula County,,
27459,Air Harbor Airport,Greensboro,NC,36.1711853,-79.802083,Southeast,,,
58703,Minot International Airport,Minot,ND,48.257949,-101.2767664,Midwest,Ward County,,
68113,Offutt Air Force Base,Bellevue Second IV Precinct,NE,41.1183758,-95.9101309,Midwest,Sarpy County,,
03103,Manchester–Boston Regional Airport,Londonderry,NH,42.9300555,-71.436649,Northeast,Rockingham County,,
08332,Millville Municipal Airport,Millville,NJ,39.3688419,-75.0718554,Mid-Atlantic,Cumberland County,,
87021,Grants-Milan Municipal Airport,Milan,NM,35.1667037,-107.9006144,Southwest,Cibola County,,
89502,Reno-Tahoe International Airport,Reno,NV,39.4980691,-119.7684135,West,Washoe County,,
13346,Elisha Payne Airport,Village of Hamilton,NY,42.8436801,-75.5610132,Mid-Atlantic,Madison County,,
45371,James M. Cox Dayton International Airport,Vandalia,OH,39.9051433,-84.2267231,Midwest,Montgomery County,,
73533,Halliburton Field,Duncan,OK,34.4720262,-97.960035,South Central,Stephens County,,
97770,Sunriver Airport,Sunriver,OR,43.876,-121.4536,West,Deschutes County,,
